x1 x2 x3 x4 encoded1 encoded2 decoded1 decoded2 decoded3 decoded4
1.3349 -0.8036 -4.1328 -0.2205 3.7755 1.9346 1.4061 -0.3253 -4.0564 -0.1457
0.2835 1.1085 1.6633 0.7909 -1.7589 1.2250 0.3587 -0.0997 1.6597 0.0248
-2.4496 0.9629 -4.7356 0.3358 2.8996 4.6519 -2.5745 0.1934 -4.6218 -0.0907
-0.1203 0.0698 -4.9905 -0.3825 3.9546 3.1796 -0.1532 -0.1152 -4.8755 -0.2010
2.4613 0.4252 -0.0492 -0.0537 0.7945 -0.3214 2.3499 0.5056 -0.0416 -0.0344
-2.6171 0.6598 -0.2110 0.1372 -1.0768 4.2160 -2.6370 -0.0701 -0.2717 0.0337
-0.6900 -0.1196 3.5585 -0.6102 -3.6115 2.7525 -0.4863 -0.1106 3.5813 -0.0152
0.5820 -0.0796 3.9601 -0.7598 -3.5791 1.8512 0.7880 -0.0860 3.9858 -0.0297
-0.5867 2.1066 -0.3263 0.3042 -0.1714 1.9685 -0.7510 -0.0306 -0.4328 0.0402
1.5789 0.7825 -0.1940 -0.0001 0.6673 -0.1205 1.6634 0.2736 -0.0937 0.0336
1.3662 0.1064 1.0510 0.0605 -0.8370 0.0457 1.3915 -0.0384 1.1715 0.0224
0.5969 1.3448 4.3843 0.5283 -3.9204 2.0337 0.7747 -0.0852 4.3893 -0.0388
1.6311 -0.8241 2.6798 -0.1934 -2.2637 0.5556 1.6918 -0.0723 2.7271 -0.0049
-0.7144 -1.1568 -5.2980 -1.2690 4.1300 3.6101 -0.5883 -0.0672 -5.2626 -0.2262
0.1939 -0.7912 1.1136 0.7559 -1.3980 1.1822 0.1564 -0.1047 1.1577 0.0370
-1.7829 0.5247 1.0553 0.1246 -1.8912 3.1231 -1.7703 -0.1223 1.1033 0.0505
2.3801 1.4109 2.3940 0.2471 -1.7434 -0.2694 2.7658 0.1872 2.4519 -0.0628
-0.3699 -1.0381 -0.3039 -0.4636 -0.2334 1.4494 -0.3255 -0.0328 -0.1320 0.0432
0.4697 0.0886 -1.0431 0.4245 1.0962 0.8076 0.5109 0.0318 -1.0102 0.0387
0.4029 0.3840 3.6929 0.6143 -3.4390 1.9756 0.5063 -0.0918 3.7202 -0.0225
1.4084 -0.0563 -4.4692 -0.7597 4.0228 2.1063 1.3951 -0.3447 -4.3733 -0.1653
0.6516 -1.4584 5.6967 -0.0203 -5.0874 2.6360 0.7608 -0.0820 5.7801 -0.0702
-0.5867 1.3978 -2.7500 -0.3897 2.0309 2.3099 -0.7121 0.1290 -2.6565 -0.0663
-0.8351 1.1060 0.7586 -0.0538 -1.3326 2.0728 -0.8876 -0.1173 0.7475 0.0593
1.5411 -1.1304 2.9894 -0.5905 -2.5448 0.7405 1.6309 -0.0727 3.0420 -0.0118
1.9252 -1.1049 -2.3728 -0.1080 2.6252 0.6956 2.0671 -0.3230 -2.3513 -0.0388
0.0039 -0.2098 3.6031 0.3378 -3.4900 2.2801 0.1052 -0.0995 3.6417 -0.0190
-3.7800 0.1943 4.8060 -0.5186 -5.5181 5.7969 -3.4761 -0.1629 4.8215 -0.0308
-1.4974 -0.3844 0.4305 -0.0406 -1.2726 2.7981 -1.4806 -0.1024 0.4358 0.0508
2.2523 0.0406 -0.1939 1.7228 0.7743 -0.1580 1.8749 0.3091 -0.1597 0.0147
-2.2258 -0.4342 -0.0456 0.2714 -1.1437 3.6640 -2.1865 -0.0823 -0.0079 0.0403
0.2502 -0.8762 3.6668 0.1634 -3.4927 2.1266 0.3281 -0.0951 3.7225 -0.0218
-0.2097 2.4768 1.7307 0.0737 -1.8800 1.5552 -0.0282 -0.1068 1.6699 0.0262
-2.6272 -0.6061 1.9349 -0.1239 -2.8779 4.0511 -2.5684 -0.1471 2.0342 0.0455
-2.8156 -0.0801 1.5582 0.5854 -2.5669 4.3512 -2.8031 -0.1291 1.5475 0.0404
4.3560 1.7792 0.7750 -1.2170 0.5347 -1.0556 4.3505 1.4396 0.8504 -0.2462
-0.6995 -1.3381 -1.3167 -0.2925 0.7867 1.8626 -0.6148 0.0772 -1.1862 0.0122
3.6143 -0.7326 1.2282 -0.2920 0.0362 -0.5856 2.7711 0.8694 0.7611 -0.1029
0.2123 -0.3067 2.5927 -0.5329 -2.5607 1.6338 0.3562 -0.0974 2.6176 0.0031
-2.0260 -0.9939 8.7248 0.7242 -8.3797 6.1055 -1.8280 -0.1225 8.8169 -0.1282
-1.1229 -0.9465 -2.2259 0.0778 1.5333 2.5042 -1.0774 0.1429 -2.1607 -0.0156
-0.5169 -0.7502 3.7064 0.5071 -3.7506 2.7963 -0.4476 -0.1094 3.7611 -0.0194
2.0265 0.6346 2.6306 0.4071 -2.0763 0.1747 2.1032 -0.0649 2.6459 -0.0048
0.3947 -0.6368 -2.6305 -0.7755 2.3723 1.6561 0.5057 -0.0759 -2.6251 -0.0606
-1.5764 0.5684 2.2867 0.2784 -2.8080 3.0031 -1.4347 -0.1314 2.2905 0.0180
2.5967 1.7561 0.6339 0.7430 0.0839 -0.5894 2.7778 0.8740 0.7167 -0.0993
1.1170 0.3491 2.5451 1.0177 -2.2957 0.9563 1.1381 -0.0830 2.5726 0.0009
0.7544 0.4843 -0.0912 0.5463 0.2856 0.2043 0.7651 0.0232 0.0152 0.0436
-1.0128 -0.8442 -0.6643 1.1373 -0.3016 2.3092 -1.0390 -0.0482 -0.4868 0.0432
-1.5665 -0.2678 4.7054 -0.1418 -4.8387 3.9867 -1.3661 -0.1240 4.7429 -0.0378
-0.1921 1.0644 4.4665 0.4413 -4.2200 2.7269 -0.0045 -0.0994 4.4766 -0.0375
-0.4768 0.5469 -0.1817 -0.2652 -0.3151 1.7245 -0.5568 -0.0444 -0.1953 0.0450
-4.0727 0.5247 -2.0911 -0.0440 -0.0952 5.9846 -4.0521 0.0006 -2.0761 0.0082
-0.5486 1.2923 -4.3377 -0.1573 3.2461 3.1106 -0.7069 0.0250 -4.1905 -0.1606
0.2252 -1.4679 -5.1505 -0.2751 4.2733 3.0195 0.3605 -0.2165 -5.0831 -0.2122
1.0702 -1.3392 3.7073 -1.0185 -3.2693 1.3971 1.2153 -0.0786 3.7639 -0.0264
2.8343 0.1687 -3.4263 0.3035 3.5889 0.8155 2.7841 -0.5085 -3.2968 -0.0947
-1.6664 -0.4792 0.8995 0.3607 -1.6995 2.9610 -1.6301 -0.1172 0.9165 0.0513
-1.2369 0.5457 -2.3074 0.0397 1.4268 2.7999 -1.3564 0.1401 -2.1727 -0.0090
-1.5169 0.9420 1.3020 0.5617 -2.0067 2.8941 -1.5866 -0.1310 1.3224 0.0538
1.0115 -1.1371 -2.2745 0.0211 2.2838 1.1202 1.1664 -0.1639 -2.2621 -0.0362
-1.3802 -0.5622 2.4759 1.1342 -2.9846 3.0503 -1.3735 -0.1296 2.5229 0.0125
-3.5465 -0.9907 1.9046 0.5119 -3.0939 5.1237 -3.4567 -0.1376 1.9542 0.0346
1.9149 0.0191 -3.2101 -0.3759 3.1939 1.1846 1.9113 -0.3488 -3.1294 -0.0872
4.8801 -1.9129 0.9323 -0.7381 0.8225 -0.7552 3.5857 1.0296 0.2954 -0.1631
-0.9566 -0.1173 -1.8915 -0.6327 1.2903 2.3130 -0.9612 0.1293 -1.8248 -0.0038
-0.5897 -0.2799 3.2511 0.0865 -3.3582 2.6110 -0.4676 -0.1110 3.2849 -0.0086
1.0247 -0.9819 3.3776 0.1277 -3.0350 1.3736 1.0778 -0.0820 3.4359 -0.0184
-0.9178 -0.9284 -0.5153 -0.3433 -0.3475 2.1340 -0.8967 -0.0517 -0.3643 0.0450
-0.2654 1.6296 -4.6370 -0.0848 3.5304 3.1310 -0.4747 -0.0327 -4.4615 -0.1766
0.0556 0.0911 2.0156 0.4926 -2.1456 1.5898 0.1162 -0.1032 2.0378 0.0172
-1.5219 -1.2726 -1.8802 0.6856 0.8435 2.9099 -1.4768 0.0741 -1.7358 0.0080
0.4720 -0.4466 -3.5334 0.7063 3.0130 2.0796 0.5066 -0.1305 -3.4346 -0.1103
-0.0463 -0.0111 -2.9858 -0.1497 2.4503 2.0912 -0.0251 -0.0059 -2.9254 -0.0807
1.5341 -0.9372 -6.9914 -0.3904 6.0191 3.3156 1.5504 -0.5368 -6.8374 -0.3163
1.6500 1.2207 -0.1889 0.5732 0.5994 -0.1872 1.7856 0.3593 0.0179 0.0185
2.4431 -0.3137 -2.1703 -0.1814 2.5716 0.3513 2.4060 -0.3832 -2.1679 -0.0037
0.8850 0.1942 -1.5000 -0.2750 1.5822 0.8391 0.9126 -0.0676 -1.4717 0.0116
0.0477 -1.5204 1.5882 -0.1954 -1.8288 1.4596 0.0719 -0.1050 1.6434 0.0264
-3.8582 0.0350 -1.4501 -0.6130 -0.5480 5.6379 -3.7843 -0.0240 -1.3968 0.0147
-0.6793 0.0073 -0.1565 0.5837 -0.5340 1.9570 -0.7600 -0.0709 -0.1230 0.0509
3.4604 2.0562 -0.7042 -0.6728 1.4967 -0.6095 3.8547 0.7899 -0.4393 -0.1702
-1.0332 -0.6882 1.4265 -0.7158 -1.9491 2.1962 -0.9007 -0.1235 1.4491 0.0348
0.2855 0.6329 -3.1468 -0.2612 2.6301 2.0281 0.2270 -0.0576 -3.0569 -0.0880
-2.2676 -0.1413 -1.9369 0.2051 0.5634 3.7979 -2.2244 0.0348 -1.9263 0.0141
0.6534 -0.8344 -1.4765 0.3290 1.5429 0.9012 0.7907 -0.0466 -1.4685 0.0115
1.0724 1.2350 -0.6364 0.6937 0.8249 0.2887 0.9805 -0.0130 -0.4888 0.0723
-1.6497 0.3545 -0.8422 -0.1216 -0.2904 3.1218 -1.7095 -0.0543 -0.8857 0.0409
-0.5873 -0.6287 -0.1268 -0.1350 -0.5597 1.7742 -0.6102 -0.0721 -0.0138 0.0521
2.8776 0.0326 -1.6439 -0.2468 2.2608 -0.0009 2.9247 -0.0202 -1.6427 -0.0489
5.7638 -1.1672 5.8240 -0.5818 -3.9967 -0.6104 5.1922 0.4378 5.9819 -0.2160
-3.1933 0.0832 -2.7666 -0.1856 0.9955 4.9277 -3.1355 0.0727 -2.8305 -0.0013
-1.9429 0.1528 2.1753 -0.6948 -2.8153 3.3351 -1.9074 -0.1405 2.1349 0.0235
2.3749 0.0276 6.0032 -0.0623 -4.7960 1.2497 2.5438 -0.0483 6.0518 -0.0838
-2.3130 0.9010 -0.5653 -0.6363 -0.6841 3.8948 -2.3588 -0.0594 -0.6579 0.0351
1.1529 -0.3559 -1.5566 -0.1964 1.7359 0.7055 1.2384 -0.1277 -1.5423 0.0083
3.5023 0.1959 5.3274 -0.0926 -3.9056 0.0337 3.6439 -0.0296 5.3696 -0.0729
2.1190 1.2978 0.9857 0.0743 -0.2397 -0.4641 2.4242 0.7068 0.9975 -0.1197
0.5409 -1.1818 -3.1021 -0.2474 2.7891 1.7984 0.6906 -0.1381 -3.0816 -0.0881
-1.7902 0.5340 -2.6598 0.3982 1.4615 3.4796 -1.9159 0.1378 -2.5276 -0.0116
1.3177 -0.2967 0.6996 -0.6737 -0.3709 -0.0264 1.2030 0.0625 0.7341 0.0159
-1.6462 -0.5395 0.2765 0.4270 -1.2135 2.9764 -1.6247 -0.0969 0.3038 0.0484
-2.0663 0.5838 3.0499 -0.3971 -3.5578 3.6592 -1.8311 -0.1368 3.0493 0.0024
0.7349 0.4293 6.0866 -0.3842 -5.3029 2.5876 0.9879 -0.0770 6.1168 -0.0788
-2.4525 -0.1133 0.9255 -0.2205 -1.9483 3.8728 -2.3876 -0.1118 0.9300 0.0424
-1.5594 -0.7566 4.5445 -0.7898 -4.6979 3.8911 -1.3314 -0.1237 4.5866 -0.0344
1.2773 -0.4361 -3.0069 0.1890 2.8644 1.3890 1.3263 -0.2363 -2.9352 -0.0771
0.0855 0.5859 -4.1063 0.5584 3.2738 2.6230 -0.0066 -0.0785 -3.9593 -0.1442
0.5539 1.0580 -0.1544 0.0856 0.2811 0.4503 0.5258 0.0336 -0.0849 0.0305
-0.4233 -0.1788 -2.5495 0.5835 1.9938 2.0476 -0.3830 0.0846 -2.4846 -0.0547
-0.6969 0.0742 5.2726 -0.3127 -5.0460 3.4655 -0.4641 -0.1059 5.3045 -0.0543
0.4187 1.5050 -3.4038 -0.3556 2.8098 2.1281 0.2533 -0.0766 -3.2741 -0.1013
2.6802 1.5109 -3.5954 0.1883 3.5885 1.0391 2.4744 -0.4637 -3.4141 -0.1029
-0.5023 -0.5277 -1.4310 -0.2813 1.1176 1.7055 -0.4682 0.1155 -1.3886 0.0028
-2.1125 0.2413 0.5483 0.3123 -1.5286 3.5567 -2.1127 -0.0999 0.5083 0.0436
-1.5880 -0.6748 -1.1631 0.2248 -0.0138 2.9678 -1.5682 -0.0221 -1.0440 0.0331
0.7452 -1.9105 0.7826 0.7089 -0.9982 0.6612 0.6176 -0.0803 0.9366 0.0366
1.3476 1.4666 -3.3232 -0.3722 3.0203 1.5985 1.1793 -0.2283 -3.1881 -0.0931
2.0378 -1.8317 0.8419 0.3455 -0.4647 0.0339 1.1301 -0.0184 0.7864 0.0291
1.4368 -0.5719 -1.3999 0.0509 1.7041 0.4643 1.5431 -0.1691 -1.3863 0.0189
0.7607 -1.9629 -2.3417 -0.0672 2.3200 1.2543 1.0140 -0.1449 -2.3658 -0.0430
-0.7219 0.1046 -0.9776 0.1595 0.4481 1.9642 -0.7160 0.0385 -0.9507 0.0219
-0.2195 0.0965 -4.4797 0.2619 3.5123 2.9604 -0.2551 -0.0629 -4.3552 -0.1693
1.5061 -0.2219 1.7457 -0.9685 -1.4689 0.1830 1.6471 -0.0756 1.7610 0.0171
-3.0669 -0.1797 -1.9733 -0.6159 0.1233 4.7452 -3.0269 -0.0116 -1.9449 0.0210
-2.4928 -1.4996 -1.6212 0.6205 -0.0724 3.9877 -2.4124 -0.0326 -1.4530 0.0307
-3.2425 -0.9036 4.1904 0.4589 -4.9303 5.2461 -3.1127 -0.1576 4.2449 -0.0193
1.0241 -0.8406 -3.1336 0.2774 2.9108 1.5705 1.1176 -0.2101 -3.0731 -0.0862
-1.8985 1.0457 -3.3893 -1.4003 2.0857 3.7150 -1.9956 0.1723 -3.2783 -0.0425
2.5594 0.2200 0.9747 0.6595 -0.1826 -0.4069 2.2289 0.6316 0.8819 -0.0986
-1.6994 -0.6987 -0.6155 -0.3906 -0.5423 3.0613 -1.6696 -0.0678 -0.5632 0.0437
1.3745 0.7836 -3.3326 -1.5532 3.1239 1.5731 1.3094 -0.2559 -3.2696 -0.0977
-1.9795 -0.6022 -2.1460 -0.2337 1.0267 3.4381 -1.9037 0.0897 -2.1428 0.0013
1.1028 2.6549 3.1747 -0.0734 -2.6962 1.0026 1.3644 -0.0774 3.1303 -0.0127
-1.7827 0.1938 5.9045 -0.3702 -5.8738 4.6058 -1.5008 -0.1235 5.9338 -0.0642
-1.7331 -0.3064 -1.6078 -0.1788 0.5360 3.1286 -1.6730 0.0378 -1.5825 0.0165
-2.4798 -1.5235 -2.4476 0.5686 0.8839 4.0297 -2.3995 0.0684 -2.3064 0.0041
0.4385 0.4134 0.0185 -0.2836 0.0205 0.5503 0.4299 0.0037 0.0858 0.0379
-0.3408 -0.3028 -3.8604 -0.6831 3.0683 2.6943 -0.2936 -0.0196 -3.8086 -0.1359
-0.0925 -0.6150 3.7101 -0.4072 -3.5951 2.3657 0.0588 -0.1001 3.7513 -0.0213
2.2924 -1.1787 -0.1100 0.3359 0.9223 -0.0509 1.7250 0.1654 -0.3837 0.0351
1.8485 0.2697 1.8856 -0.3533 -1.4920 -0.0210 1.9577 -0.0695 1.8966 0.0128
-1.7117 0.9041 -1.6978 0.1920 0.6578 3.2288 -1.7496 0.0505 -1.7328 0.0127
-1.5632 -0.1509 1.2598 0.7030 -2.0040 2.8712 -1.5676 -0.1313 1.3265 0.0540
-1.6542 1.5608 -3.2857 0.5928 1.9569 3.5802 -1.9163 0.1693 -3.0706 -0.0347
2.3761 2.0556 1.9808 -0.5539 -1.2061 -0.4594 2.9639 0.5501 2.0138 -0.1308
-0.5839 0.4564 -0.9441 -0.2066 0.5760 1.8026 -0.5760 0.0543 -0.9806 0.0185
0.7892 1.1305 2.4775 0.4729 -2.2823 1.1105 0.9063 -0.0875 2.4760 0.0040
-0.3089 -1.6013 -0.1784 -0.4964 -0.4096 1.3403 -0.2443 -0.0514 0.0682 0.0487
2.3269 1.6095 -0.8825 0.5410 1.3260 -0.2187 2.5958 0.3314 -0.6106 -0.0436
1.7732 -0.8611 -0.8179 0.4902 1.3361 0.1856 1.5006 -0.1478 -0.9507 0.0690
-0.3507 -0.1228 2.2242 0.1770 -2.4315 1.9962 -0.2599 -0.1097 2.2489 0.0140
-1.0692 0.6454 -8.9672 0.0919 6.6449 5.7664 -1.2686 -0.1826 -8.6999 -0.4397
-0.9454 -0.9588 -4.5371 0.7534 3.3975 3.3234 -0.8628 0.0347 -4.4411 -0.1765
-1.8761 -0.6385 0.6584 -0.2196 -1.5856 3.1867 -1.8111 -0.1086 0.7003 0.0481
-0.2782 -0.0187 4.9682 0.5331 -4.7079 3.0706 -0.1427 -0.1007 5.0119 -0.0490
-0.3638 -1.2380 1.5427 -0.0755 -1.9008 1.7743 -0.3285 -0.1126 1.5903 0.0292
0.2755 1.2251 -2.2928 0.4592 1.9129 1.6054 0.1549 0.0138 -2.1778 -0.0342
0.8115 0.2510 0.3845 -0.0990 -0.2641 0.2251 0.7212 -0.0177 0.4589 0.0340
-2.9561 -0.5910 2.5072 -0.1146 -3.4380 4.4715 -2.9340 -0.1628 2.5963 0.0435
-2.4808 0.2492 -3.4247 0.3911 1.8284 4.3441 -2.6112 0.1709 -3.2499 -0.0245
0.0216 0.3816 -4.9580 -0.1907 3.9433 3.0990 -0.0521 -0.1288 -4.8228 -0.1975
0.2140 -0.1015 0.2490 0.3560 -0.5480 0.8572 0.1476 -0.0625 0.4159 0.0539
-1.8012 0.8907 1.4297 -0.4198 -2.1694 3.1814 -1.8283 -0.1328 1.4321 0.0514
0.6664 -1.2526 -1.7237 -0.9530 1.8093 1.0185 0.8724 -0.0811 -1.7741 -0.0071
-1.9331 0.3677 -1.7357 0.6187 0.5544 3.4519 -1.9392 0.0369 -1.7529 0.0152
1.7427 -0.5228 3.7200 -0.4529 -3.0784 0.8465 1.8686 -0.0665 3.7628 -0.0291
1.5361 1.6222 0.2447 0.1014 0.1978 -0.3321 1.9215 0.5355 0.3602 -0.0235
0.6605 -0.9534 4.7204 0.9349 -4.2860 2.2818 0.6847 -0.0859 4.7951 -0.0476
-2.1278 -0.2273 0.7502 0.5809 -1.7195 3.5254 -2.0940 -0.1083 0.7573 0.0450
-0.2284 -0.0563 2.5492 -0.4300 -2.6433 1.9739 -0.0730 -0.1054 2.5672 0.0060
-1.2211 1.0629 3.6665 0.3859 -3.8425 3.2477 -1.0304 -0.1204 3.6683 -0.0149
-2.5594 -1.5433 -1.8061 0.1607 0.0501 4.0601 -2.4670 -0.0248 -1.6211 0.0286
-0.1212 -1.1704 -8.3208 -0.0149 6.5517 4.8618 -0.1019 -0.3433 -8.1386 -0.4015
-1.8332 0.4703 5.6334 0.2612 -5.6742 4.5731 -1.5996 -0.1260 5.6608 -0.0577
0.1035 0.4260 2.8425 0.2182 -2.7988 1.8438 0.2280 -0.0991 2.8578 -0.0018
-0.4106 -1.4739 1.5199 0.1390 -1.9119 1.8346 -0.4072 -0.1141 1.5763 0.0299
2.7030 -0.8950 -4.7883 0.3369 4.6542 1.5509 2.7425 -0.5930 -4.6591 -0.1786
-1.9941 -0.3481 0.6530 0.5639 -1.6079 3.3683 -1.9610 -0.1064 0.6690 0.0462
-3.0010 -0.2405 -1.4565 -0.0331 -0.2861 4.6519 -2.9655 -0.0300 -1.4026 0.0243
-1.8059 0.6440 2.2775 -1.0101 -2.8320 3.2145 -1.7215 -0.1368 2.2194 0.0208
-1.3479 -0.9192 3.6361 -0.6732 -3.8911 3.3675 -1.1673 -0.1230 3.6788 -0.0146
-0.9663 1.7186 -1.7053 -1.4576 1.0153 2.4424 -1.0820 0.0974 -1.6559 0.0040
2.1669 0.0773 3.6950 1.4597 -2.9836 0.6071 2.1439 -0.0614 3.7452 -0.0299
3.8756 -0.5536 -3.9090 0.5348 4.2955 0.4908 3.7110 -0.7328 -3.8629 -0.0827
-0.9124 1.3635 -7.2659 -0.0415 5.3558 4.8281 -1.1511 -0.0900 -7.0259 -0.3364
0.2070 0.1166 -0.0757 0.1894 -0.0605 0.8667 0.1645 -0.0082 0.0021 0.0395
0.4891 -0.8916 4.3031 -0.9646 -3.9154 2.0966 0.6804 -0.0871 4.3505 -0.0375
-1.1428 -0.6672 -0.2761 0.4774 -0.6299 2.4298 -1.1545 -0.0822 -0.2477 0.0513
0.3697 -0.1168 -0.6873 -0.1724 0.8327 0.6721 0.4739 0.0553 -0.6943 0.0501
-2.1530 -0.5478 -0.9868 0.0292 -0.3949 3.6279 -2.1291 -0.0520 -0.9324 0.0365
4.2200 0.7726 -1.0280 0.6185 1.9822 -0.5192 4.0891 0.6350 -0.9563 -0.1797
-0.4995 0.2240 -2.0627 -0.2449 1.5902 1.9133 -0.5179 0.1273 -2.0198 -0.0257
0.7994 0.6982 0.1563 0.1441 0.0490 0.1329 0.7761 0.0106 0.2619 0.0381
0.1190 1.7286 0.8762 -0.3463 -1.0990 1.0376 0.1461 -0.1058 0.7966 0.0452
-1.6886 -0.3292 -0.3421 -0.4226 -0.7291 3.0630 -1.6778 -0.0755 -0.3303 0.0447
0.6009 1.6395 -3.2233 0.1606 2.6974 1.9392 0.4118 -0.0900 -3.0717 -0.0883
0.5785 0.3520 6.2963 -0.2643 -5.5294 2.8158 0.8250 -0.0795 6.3310 -0.0829
-3.5430 0.0969 1.1021 0.2366 -2.4287 5.1345 -3.4409 -0.1100 1.1190 0.0308
1.1754 0.1840 -2.5278 -0.8486 2.4685 1.2275 1.1873 -0.1826 -2.4877 -0.0500
2.1743 0.6801 3.4851 -0.0883 -2.7271 0.3560 2.3181 -0.0588 3.4991 -0.0250
1.0429 -2.3571 -2.5053 -1.1310 2.5912 1.1861 1.3569 -0.2175 -2.5782 -0.0550
-2.5932 0.3269 1.8194 -0.2303 -2.7510 4.0712 -2.5802 -0.1415 1.8690 0.0446
-1.7602 -1.4766 2.9488 0.0170 -3.4813 3.5171 -1.6825 -0.1342 3.0095 0.0027
2.3379 0.9026 -5.1502 0.0231 4.7166 2.0054 2.1704 -0.5157 -4.9554 -0.1986
0.1878 -1.3564 -3.1810 0.5327 2.7296 2.0100 0.3433 -0.0828 -3.1385 -0.0926
1.0895 1.5224 0.0705 0.1428 0.2393 -0.1267 1.3801 0.2703 0.2047 0.0292
0.0407 0.9289 -2.7717 0.5737 2.2241 1.9648 -0.0575 0.0180 -2.6518 -0.0640
-1.4109 1.1545 -5.2389 0.3552 3.6713 4.0210 -1.5775 0.1147 -5.0589 -0.2168
-0.2035 -0.9663 -4.2695 -0.3923 3.4516 2.8062 -0.0973 -0.0805 -4.2185 -0.1604
1.2214 0.2143 -0.5241 -0.8781 0.9708 0.1675 1.2189 -0.0711 -0.5920 0.0830
2.8518 0.5127 -1.2080 0.9885 1.8212 -0.0962 2.7503 0.1365 -1.1634 -0.0444
0.0534 -0.2502 -0.2741 -0.2642 0.0921 0.9895 0.0708 0.0077 -0.1848 0.0347
-0.9287 -0.1567 -4.7892 -0.7661 3.5972 3.4925 -0.9139 0.0251 -4.7129 -0.1934
1.7124 0.4322 0.7234 -0.0273 -0.1962 -0.2534 1.7382 0.4267 0.7723 -0.0661
0.0954 -0.8638 -3.4257 -0.4146 2.8913 2.2145 0.2084 -0.0771 -3.3941 -0.1088
2.6298 1.2471 -0.7745 -0.6702 1.4274 -0.2891 2.8933 0.4074 -0.6440 -0.0716
-1.1124 1.1731 2.0580 0.4313 -2.4691 2.5139 -0.9780 -0.1235 2.0441 0.0217
-0.8205 -0.7588 5.0945 0.3718 -4.9894 3.5985 -0.6969 -0.1106 5.1559 -0.0500
-0.0655 1.0600 0.0117 -0.3476 -0.2701 1.2153 -0.1340 -0.0348 0.0111 0.0449
-3.7659 0.3046 -2.1007 0.8906 -0.0079 5.6403 -3.7663 -0.0017 -2.0729 0.0116
-0.5874 0.5243 3.0559 -0.0756 -3.1579 2.4708 -0.4123 -0.1105 3.0646 -0.0038
2.3412 1.6411 1.2849 -0.5352 -0.4195 -0.5529 2.7424 0.8228 1.2871 -0.1667
-1.2319 -1.0195 1.1544 0.1472 -1.7826 2.4187 -1.1881 -0.1299 1.1973 0.0579
-3.5430 0.4349 0.1894 -0.3447 -1.6966 5.2112 -3.4767 -0.0786 0.1786 0.0259
-0.5660 0.6600 -0.4858 0.4430 -0.0435 1.8560 -0.6516 -0.0153 -0.4862 0.0367
1.0968 0.4577 2.9031 -0.3337 -2.5467 1.0021 1.2557 -0.0800 2.9137 -0.0073
3.2366 -0.2644 4.0624 -0.0355 -2.9655 -0.1604 3.2359 -0.0403 4.1034 -0.0425
-0.7394 -0.2460 0.9881 0.3487 -1.5283 1.8900 -0.7410 -0.1224 1.0141 0.0485
1.6684 -1.0987 1.7024 0.4142 -1.4708 0.1939 1.6328 -0.0758 1.7583 0.0173
-7.6651 0.1158 5.9746 0.5119 -7.7044 10.1532 -7.7551 -0.2414 6.0782 0.0034
4.2654 0.2335 3.6015 -0.6334 -2.4528 -0.5640 4.0616 0.5361 3.7151 -0.1758
-1.8890 -0.1794 0.9361 0.3587 -1.7823 3.2392 -1.8615 -0.1158 0.9292 0.0486
-0.4606 0.7148 4.3310 0.0981 -4.1841 2.8858 -0.2595 -0.1045 4.3450 -0.0334
-1.6665 -0.9527 -1.0910 -0.6240 -0.1086 3.0061 -1.6047 -0.0330 -0.9828 0.0358
-0.1852 0.6534 0.4911 0.6728 -0.9400 1.3385 -0.2698 -0.1106 0.5143 0.0644
-0.7391 -0.4714 1.4338 0.4255 -1.9049 2.0366 -0.7033 -0.1199 1.4649 0.0336
0.7377 1.0622 5.2918 -0.0242 -4.6280 2.2564 0.9714 -0.0793 5.3040 -0.0603
1.8254 -1.3906 -2.1288 0.4654 2.4087 0.6039 1.9956 -0.2943 -2.1048 -0.0239
-0.8486 -0.4822 1.4321 -0.0895 -1.9163 2.0852 -0.7649 -0.1210 1.4571 0.0341
0.9875 0.5612 -5.3960 -0.3039 4.5474 2.8298 0.8743 -0.3140 -5.2343 -0.2198
-1.1753 -0.3452 -2.1863 -0.7479 1.4690 2.5776 -1.1664 0.1451 -2.1074 -0.0103
1.4702 -0.2693 1.3526 0.0205 -1.1890 0.1364 1.5129 -0.0620 1.4780 0.0206
-0.1387 0.2586 1.4326 -0.7445 -1.6633 1.4041 0.0310 -0.1063 1.4314 0.0313
-2.5860 0.8796 0.2192 0.4984 -1.3901 4.1808 -2.6197 -0.0836 0.1316 0.0358
2.0476 -1.2133 2.9234 0.2266 -2.3791 0.3669 2.0479 -0.0651 2.9888 -0.0123
